、	S
内	S
蒙	S
古	S
三	S
省	S
区	S
的	S
交	S
汇	S
区	S
域	S
、	S
新	S
疆	S
南	S
部	S
等	S
地	S
降	S
水	S
量	S
比	S
常	S
年	S
偏	S
少	S
3	S
-	S
5	S
成	S
。	S

降	S
水	S
量	S
偏	S
多	S
1	S
-	S
2	S
成	S
的	S
省	S
区	S
只	S
有	S
山	S
东	S
、	S
西	S
藏	S
、	S
重	S
庆	S
、	S
及	S
新	S
疆	S
北	S
部	S
和	S
西	S
部	S
、	S
青	S
海	S
中	S
部	S
等	S
地	S
。	S

2	B
0	I
0	I
4	I
年	E
除	S
西	S
北	S
地	S
区	S
东	S
北	S
部	S
发	S
生	S
严	S
重	S
春	S
旱	S
，	S
东	S
北	S
西	S
部	S
、	S
内	S
蒙	S
古	S
东	S
部	S
发	S
生	S
百	S
年	S
一	S
遇	S
春	S
夏	S
连	S
旱	S
，	S
以	S
及	S
华	S
南	S
、	S
长	S
江	S
中	S
下	S
游	S
地	S
区	S
发	S
生	S
1	B
9	I
5	I
1	I
年	E
以	S
来	S
最	S
为	S
严	S
重	S
的	S
秋	S
旱	S
之	S
外	S
，	S
全	S
国	S
其	S
余	S
大	S
部	S
分	S
地	S
区	S
降	S
水	S
分	S
布	S
比	S
较	S
均	S
匀	S
，	S
土	S
壤	S
呈	S
现	S
干	S
湿	S
交	S
替	S
，	S
未	S
发	S
生	S
大	S
范	S
围	S
持	S
续	S
性	S
干	S
旱	S
。	S

其	S
干	S
旱	S
时	S
空	S
分	S
布	S
特	S
征	S
为	S
：	S
西	S
北	S
东	S
部	S
和	S
华	S
北	S
西	S
部	S
干	S
旱	S
主	S
要	S
出	S
现	S
在	S
3	B
-	S
4	B
月	E
，	S
东	S
北	S
干	S
旱	S
主	S
要	S
出	S
现	S
在	S
2	B
-	S
6	B
月	E
，	S
东	S
北	S
东	S
南	S
部	S
1	B
0	E
-	S
1	B
1	I
月	E
再	S
次	S
出	S
现	S
秋	S
旱	S
;	S
7	B
月	E
下	B
旬	E
-	S
8	B
月	E
上	B
旬	E
四	S
川	S
东	S
部	S
、	S
重	S
庆	S
、	S
福	S
建	S
东	S
部	S
、	S
浙	S
江	S
北	S
部	S
、	S
江	S
苏	S
南	S
部	S
一	S
度	S
出	S
现	S
伏	S
旱	S
;	S
9	B
-	S
1	B
0	I
月	E
华	S
南	S
、	S
长	S
江	S
中	S
下	S
游	S
出	S
现	S
严	S
重	S
秋	S
旱	S
，	S
其	S
中	S
广	S
东	S
、	S
海	S
南	S
发	S
生	S
秋	S
冬	S
连	S
旱	S
。	S

全	S
年	S
受	S
旱	S
面	S
积	S
较	S
大	S
或	S
旱	S
情	S
较	S
重	S
的	S
有	S
广	S
西	S
、	S
广	S
东	S
、	S
吉	S
林	S
、	S
内	S
蒙	S
古	S
、	S
宁	S
夏	S
、	S
黑	S
龙	S
江	S
等	S
省	S
(	S
市	S
、	S
区	S
)	S
。	S

总	S
体	S
来	S
看	S
，	S
全	S
国	S
持	S
续	S
性	S
干	S
旱	S
范	S
围	S
偏	S
小	S
，	S
损	S
失	S
偏	S
轻	S
，	S
受	S
灾	S
面	S
积	S
远	S
低	S
于	S
2	B
0	I
世	I
纪	I
9	I
0	I
年	I
代	E
以	S
来	S
平	S
均	S
水	S
平	S
。	S
检	S
验	S
检	S
疫	S
近	B
日	E
实	S
现	S
电	S
子	S
收	S
费	S
船	S
舶	S
出	S
入	S
蛇	S
口	S
港	S
缴	S
费	S
全	S
部	S
电	S
子	S
化	S
【	S
本	S
报	S
讯	S
】	S
昨	B
日	E
，	S
记	S
者	S
从	S
深	S
圳	S
检	S
验	S
检	S
疫	S
局	S
获	S
悉	S
，	S
近	B
日	E
，	S
由	S
深	S
圳	S
检	S
验	S
检	S
疫	S
局	S
自	S
主	S
研	S
发	S
的	S
船	S
舶	S
集	S
装	S
箱	S
电	S
子	S
收	S
费	S
管	S
理	S
系	S
统	S
在	S
深	S
圳	S
蛇	S
口	S
检	S
验	S
检	S
疫	S
局	S
正	S
式	S
投	S
入	S
运	S
行	S
。	S

蛇	S
口	S
港	S
区	S
2	S
5	S
家	S
船	S
舶	S
代	S
理	S
公	S
司	S
已	S
全	S
部	S
签	S
订	S
船	S
舶	S
集	S
装	S
箱	S
电	S
子	S
收	S
费	S
协	S
议	S
。	S

该	S
系	S
统	S
的	S
正	S
式	S
运	S
行	S
，	S
标	S
志	S
着	S
出	S
入	S
蛇	S
口	S
港	S
的	S
所	S
有	S
船	S
舶	S
集	S
装	S
箱	S
收	S
费	S
全	S
部	S
实	S
现	S
电	S
子	S
自	S
动	S
化	S
。	S

深	S
圳	S
检	S
验	S
检	S
疫	S
局	S
局	S
长	S
刘	S
胜	S
利	S
表	S
示	S
，	S
深	S
圳	S
在	S
全	S
国	S
检	S
验	S
检	S
疫	S
系	S
统	S
率	S
先	S
研	S
发	S
和	S
启	S
用	S
船	S
舶	S
集	S
装	S
箱	S
电	S
子	S
收	S
费	S
管	S
理	S
系	S
统	S
，	S
是	S
该	S
局	S
实	S
行	S
自	S
主	S
创	S
新	S
的	S
又	S
一	S
举	S
措	S
。	S

该	S
系	S
统	S
下	B
半	I
年	E
将	S
在	S
盐	S
田	S
港	S
投	S
入	S
使	S
用	S
。	S

据	S
介	S
绍	S
，	S
船	S
舶	S
集	S
装	S
箱	S
电	S
子	S
收	S
费	S
管	S
理	S
系	S
统	S
是	S
深	S
圳	S
检	S
验	S
检	S
疫	S
局	S
在	S
“	S
检	S
银	S
通	S
”	S
收	S
费	S
系	S
统	S
基	S
础	S
上	S
自	S
主	S
开	S
发	S
的	S
重	S
要	S
成	S
果	S
。	S

主	S
要	S
目	S
的	S
是	S
为	S
了	S
解	S
决	S
各	S
船	S
舶	S
代	S
理	S
公	S
司	S
在	S
缴	S
纳	S
检	S
验	S
检	S
疫	S
相	S
关	S
费	S
用	S
时	S
，	S
实	S
现	S
电	S
脑	S
自	S
动	S
结	S
算	S
，	S
以	S
定	S
期	S
实	S
时	S
收	S
费	S
方	S
式	S
代	S
替	S
现	S
有	S
的	S
月	S
结	S
、	S
段	S
结	S
方	S
式	S
，	S
避	S
免	S
资	S
金	S
被	S
长	S
期	S
占	S
用	S
及	S
拖	S
欠	S
。	S

利	S
用	S
该	S
系	S
统	S
处	S
理	S
一	S
笔	S
业	S
务	S
只	S
需	S
时	S
间	S
2	B
0	I
秒	E
。	S

深	S
圳	S
外	S
轮	S
代	S
理	S
有	S
限	S
公	S
司	S
江	S
小	S
姐	S
表	S
示	S
，	S
使	S
用	S
该	S
系	S
统	S
，	S
2	S
0	S
0	S
多	S
笔	S
收	S
费	S
仅	S
花	S
了	S
半	B
小	I
时	E
对	S
账	S
。	S

以	S
前	S
每	S
月	S
至	S
少	S
四	S
次	S
来	S
蛇	S
口	S
检	S
验	S
检	S
疫	S
局	S
对	S
账	S
，	S
如	S
今	S
足	S
不	S
出	S
户	S
就	S
可	S
对	S
账	S
，	S
银	S
行	S
自	S
动	S
划	S
款	S
，	S
节	S
约	S
了	S
人	S
力	S
，	S
降	S
低	S
了	S
成	S
本	S
。	S

中	S
广	S
网	S
成	S
都	S
9	B
月	I
1	I
1	I
日	E
消	S
息	S
（	S
记	S
者	S
白	S
杰	S
戈	S
）	S
据	S
中	S
国	S
之	S
声	S
《	S
新	S
闻	S
纵	S
横	S
》	S
报	S
道	S
，	S
从	S
前	B
天	E
开	S
始	S
，	S
秋	S
风	S
秋	S
雨	S
就	S
来	S
到	S
了	S
天	S
府	S
之	S
国	S
四	S
川	S
，	S
而	S
到	S
目	S
前	S
为	S
止	S
，	S
这	S
场	S
秋	S
雨	S
的	S
雨	S
量	S
使	S
得	S
广	S
元	S
、	S
绵	S
阳	S
、	S
德	S
阳	S
、	S
成	S
都	S
、	S
资	S
阳	S
、	S
遂	S
宁	S
、	S
南	S
充	S
、	S
巴	S
中	S
，	S
至	S
少	S
八	S
个	S
县	S
市	S
受	S
到	S
了	S
严	S
重	S
的	S
影	S
响	S
。	S

一	S
些	S
地	S
方	S
单	S
小	S
时	S
的	S
雨	S
量	S
已	S
经	S
破	S
百	S
。	S

暴	S
雨	S
洋	S
洋	S
洒	S
洒	S
，	S
给	S
众	S
多	S
市	S
县	S
造	S
成	S
了	S
不	S
小	S
的	S
麻	S
烦	S
。	S

目	S
前	S
已	S
经	S
造	S
成	S
一	S
些	S
城	S
区	S
的	S
街	S
道	S
和	S
居	S
民	S
区	S
被	S
淹	S
，	S
多	S
人	S
死	S
亡	S
和	S
失	S
踪	S
。	S

而	S
在	S
山	S
村	S
，	S
暴	S
雨	S
将	S
已	S
经	S
成	S
熟	S
等	S
待	S
收	S
割	S
的	S
水	S
稻	S
捂	S
在	S
了	S
地	S
里	S
，	S
地	S
质	S
灾	S
害	S
也	S
时	S
有	S
发	S
生	S
。	S

昨	B
晚	E
，	S
中	S
央	S
气	S
象	S
局	S
再	S
次	S
发	S
布	S
暴	S
雨	S
蓝	S
色	S
预	S
警	S
。	S

看	S
来	S
这	S
场	S
过	S
量	S
的	S
秋	S
雨	S
并	S
没	S
有	S
鸣	S
金	S
收	S
兵	S
的	S
迹	S
象	S
。	S

记	S
者	S
：	S
昨	B
天	E
四	S
川	S
降	S
雨	S
量	S
最	S
大	S
的	S
地	S
区	S
是	S
在	S
遂	S
宁	S
市	S
射	S
洪	S
县	S
的	S
青	S
岗	S
镇	S
，	S
当	S
地	S
有	S
3	S
2	S
8	S
.	S
6	S
毫	S
米	S
的	S
降	S
雨	S
。	S

县	S
城	S
的	S
街	S
道	S
有	S
大	S
量	S
的	S
积	S
水	S
，	S
很	S
多	S
车	S
辆	S
抛	S
锚	S
。	S

比	S
较	S
特	S
殊	S
的	S
一	S
个	S
灾	S
情	S
是	S
在	S
射	S
洪	S
县	S
东	S
岳	S
乡	S
的	S
一	S
个	S
加	S
油	S
站	S
，	S
洪	S
水	S
冲	S
翻	S
了	S
地	S
面	S
上	S
一	S
个	S
大	S
约	S
2	S
0	S
吨	S
的	S
储	S
油	S
罐	S
，	S
发	S
生	S
了	S
油	S
品	S
泄	S
漏	S
，	S
再	S
加	S
上	S
遭	S
遇	S
到	S
雷	S
击	S
，	S
导	S
致	S
了	S
爆	S
炸	S
和	S
燃	S
烧	S
，	S
在	S
洪	S
水	S
上	S
面	S
形	S
成	S
了	S
流	S
淌	S
火	S
，	S
波	S
及	S
到	S
了	S
旁	S
边	S
的	S
一	S
家	S
超	S
市	S
。	S

当	S
地	S
消	S
防	S
部	S
门	S
介	S
绍	S
说	S
，	S
这	S
起	S
事	S
故	S
导	S
致	S
两	S
个	S
人	S
重	S
伤	S
，	S
两	S
个	S
人	S
轻	S
伤	S
。	S

而	S
射	S
洪	S
县	S
还	S
有	S
不	S
少	S
老	S
式	S
居	S
民	S
区	S
被	S
水	S
围	S
困	S
，	S
最	S
大	S
的	S
一	S
处	S
有	S
5	S
0	S
0	S
个	S
人	S
左	S
右	S
，	S
救	S
援	S
官	S
兵	S
通	S
过	S
冲	S
锋	S
舟	S
转	S
移	S
了	S
被	S
困	S
的	S
群	S
众	S
，	S
而	S
县	S
城	S
一	S
度	S
是	S
停	S
水	S
停	S
电	S
，	S
移	S
动	S
通	S
讯	S
也	S
中	S
断	S
，	S
当	S
然	S
现	S
在	S
是	S
部	S
分	S
的	S
恢	S
复	S
了	S
。	S

经	S
过	S
遂	S
宁	S
的	S
成	S
渝	S
铁	S
路	S
，	S
就	S
有	S
多	S
趟	S
列	S
车	S
晚	S
点	S
，	S
昨	B
天	E
晚	B
上	E
重	S
庆	S
北	S
到	S
成	S
都	S
的	S
D	S
5	S
1	S
1	S
9	S
次	S
列	S
车	S
甚	S
至	S
停	S
运	S
。	S

而	S
瞿	S
河	S
乡	S
的	S
一	S
个	S
小	S
二	S
型	S
水	S
库	S
幸	S
福	S
二	S
库	S
还	S
出	S
现	S
了	S
局	S
部	S
翻	S
坝	S
。	S

在	S
遂	S
宁	S
的	S
另	S
外	S
一	S
个	S
县	S
蓬	S
溪	S
县	S
有	S
一	S
所	S
小	S
学	S
水	S
深	S
达	S
到	S
了	S
1	S
.	S
5	S
米	S
到	S
2	S
米	S
，	S
消	S
防	S
官	S
兵	S
协	S
助	S
政	S
府	S
疏	S
散	S
了	S
8	S
0	S
0	S
名	S
学	S
生	S
。	S

截	S
止	S
到	S
昨	B
晚	E
，	S
暴	S
雨	S
在	S
遂	S
宁	S
造	S
成	S
4	S
个	S
人	S
遇	S
难	S
7	S
个	S
人	S
失	S
踪	S
，	S
遇	S
难	S
的	S
4	S
个	S
人	S
都	S
是	S
在	S
射	S
洪	S
县	S
，	S
其	S
中	S
1	S
个	S
人	S
是	S
因	S
为	S
遭	S
遇	S
雷	S
击	S
。	S

而	S
全	S
市	S
4	S
4	S
3	S
.	S
5	S
万	S
人	S
不	S
同	S
程	S
度	S
的	S
受	S
灾	S
，	S
房	S
屋	S
损	S
坏	S
有	S
三	S
千	S
多	S
间	S
，	S
倒	S
塌	S
是	S
两	S
千	S
多	S
间	S
，	S
农	S
作	S
物	S
也	S
有	S
1	S
6	S
万	S
多	S
亩	S
是	S
受	S
灾	S
，	S
道	S
路	S
损	S
毁	S
达	S
到	S
3	S
6	S
.	S
8	S
公	S
里	S
，	S
紧	S
急	S
转	S
移	S
了	S
受	S
灾	S
群	S
众	S
1	S
8	S
0	S
0	S
0	S
多	S
人	S
。	S

而	S
另	S
外	S
的	S
一	S
个	S
主	S
要	S
灾	S
情	S
是	S
在	S
绵	S
阳	S
市	S
，	S
当	S
地	S
在	S
三	S
台	S
县	S
有	S
多	S
个	S
乡	S
镇	S
水	S
位	S
都	S
是	S
到	S
成	S
人	S
胸	S
部	S
的	S
位	S
置	S
。	S

昨	B
天	E
晚	B
上	E
，	S
当	S
地	S
丹	S
江	S
大	S
坝	S
开	S
闸	S
放	S
水	S
导	S
致	S
丰	S
谷	S
镇	S
造	S
纸	S
厂	S
旁	S
边	S
河	S
道	S
水	S
位	S
迅	S
速	S
上	S
涨	S
，	S
困	S
住	S
了	S
下	S
游	S
通	S
过	S
便	S
桥	S
的	S
一	S
辆	S
货	S
车	S
，	S
车	S
上	S
的	S
四	S
个	S
人	S
包	S
括	S
一	S
名	S
儿	S
童	S
，	S
爬	S
到	S
车	S
顶	S
等	S
待	S
救	S
援	S
。	S

结	S
果	S
当	S
地	S
政	S
府	S
通	S
知	S
了	S
这	S
个	S
丹	S
江	S
大	S
坝	S
停	S
止	S
泄	S
洪	S
半	S
个	S
小	S
时	S
，	S
在	S
水	S
平	S
下	S
降	S
的	S
短	S
暂	S
时	S
间	S
里	S
，	S
当	S
地	S
政	S
府	S
同	S
时	S
从	S
河	S
的	S
两	S
边	S
调	S
集	S
了	S
挖	S
掘	S
机	S
带	S
着	S
消	S
防	S
官	S
兵	S
携	S
带	S
安	S
全	S
绳	S
救	S
援	S
，	S
这	S
4	S
名	S
被	S
困	S
者	S
最	S
终	S
是	S
在	S
昨	S
天	S
晚	S
上	S
安	S
全	S
到	S
达	S
了	S
岸	S
上	S
。	S

另	S
外	S
在	S
广	S
元	S
市	S
，	S
广	S
元	S
的	S
元	S
坝	S
区	S
沙	S
坝	S
乡	S
的	S
红	S
寨	S
村	S
五	S
组	S
昨	S
天	S
是	S
有	S
4	S
个	S
人	S
在	S
一	S
处	S
漫	S
水	S
桥	S
的	S
地	S
方	S
被	S
洪	S
水	S
冲	S
走	S
，	S
当	S
中	S
三	S
个	S
人	S
已	S
经	S
是	S
确	S
认	S
遇	S
难	S
，	S
另	S
外	S
一	S
个	S
人	S
正	S
在	S
搜	S
救	S
当	S
中	S
。	S

昨	S
天	S
晚	S
上	S
到	S
现	S
在	S
，	S
当	S
地	S
的	S
雨	S
下	S
了	S
一	S
整	S
夜	S
，	S
当	S
然	S
现	S
在	S
有	S
的	S
地	S
方	S
是	S
小	S
一	S
些	S
了	S
，	S
有	S
的	S
地	S
方	S
甚	S
至	S
是	S
停	S
下	S
来	S
，	S
一	S
些	S
积	S
水	S
的	S
路	S
段	S
还	S
在	S
抽	S
水	S
。	S

根	S
据	S
气	S
象	S
部	S
门	S
预	S
报	S
，	S
四	S
川	S
这	S
一	S
轮	S
降	S
水	S
将	S
会	S
持	S
续	S
到	S
明	B
天	E
，	S
所	S
以	S
四	S
川	S
防	S
总	S
还	S
是	S
派	S
出	S
省	S
水	S
利	S
厅	S
带	S
队	S
的	S
工	S
作	S
组	S
到	S
一	S
线	S
去	S
抢	S
险	S
救	S
灾	S
。	S

这	S
些	S
受	S
灾	S
的	S
城	S
区	S
或	S
者	S
山	S
村	S
的	S
居	S
民	S
，	S
都	S
有	S
救	S
援	S
部	S
队	S
在	S
陆	S
续	S
的	S
给	S
他	S
们	S
做	S
转	S
移	S
的	S
工	S
作	S
，	S
目	S
前	S
我	S
们	S
得	S
到	S
的	S
遇	S
难	S
的	S
信	S
息	S
就	S
是	S
广	S
元	S
是	S
3	S
个	S
人	S
，	S
遂	S
宁	S
是	S
4	S
个	S
人	S
。	S

在	S
山	S
村	S
转	S
移	S
过	S
程	S
当	S
中	S
，	S
目	S
前	S
没	S
有	S
得	S
到	S
更	S
多	S
的	S
伤	S
亡	S
消	S
息	S
。	S
2	B
0	I
1	I
3	I
-	I
0	I
8	I
-	I
0	I
1	E
1	B
5	I
:	I
3	I
4	I
:	I
2	I
0	E
来	S
源	S
:	S
南	S
昌	S
新	S
闻	S
网	S
-	S
南	S
昌	S
日	S
报	S
(	S
南	S
昌	S
)	S
7	B
月	I
3	I
1	I
日	E
，	S
贵	S
州	S
省	S
修	S
文	S
县	S
久	S
长	S
镇	S
上	S
寨	S
村	S
一	S
名	S
农	S
民	S
在	S
缺	S
水	S
开	S
裂	S
的	S
农	S
田	S
里	S
查	S
看	S
枯	S
死	S
的	S
秧	S
苗	S
。	S

该	S
镇	S
已	S
经	S
连	S
续	S
1	B
个	I
月	E
滴	S
雨	S
未	S
降	S
。	S

入	B
夏	E
以	S
来	S
，	S
贵	S
州	S
干	S
旱	S
蔓	S
延	S
。	S

记	S
者	S
从	S
省	S
民	S
政	S
厅	S
获	S
悉	S
，	S
截	S
至	S
目	S
前	S
，	S
贵	S
州	S
7	S
6	S
个	S
县	S
（	S
市	S
、	S
区	S
）	S
1	S
2	S
1	S
9	S
.	S
3	S
7	S
万	S
人	S
不	S
同	S
程	S
度	S
遭	S
受	S
旱	S
灾	S
，	S
有	S
特	S
旱	S
县	S
1	S
4	S
个	S
，	S
重	S
旱	S
县	S
3	S
0	S
个	S
，	S
中	S
旱	S
县	S
1	S
9	S
个	S
，	S
轻	S
旱	S
县	S
1	S
3	S
个	S
，	S
2	S
0	S
2	S
万	S
人	S
临	S
时	S
饮	S
水	S
困	S
难	S
，	S
8	S
4	S
.	S
7	S
3	S
万	S
公	S
顷	S
农	S
作	S
物	S
受	S
灾	S
，	S
直	S
接	S
经	S
济	S
损	S
失	S
5	S
0	S
.	S
1	S
4	S
亿	S
元	S
。	S

新	S
华	S
社	S
发	S
内	S
地	S
五	B
一	E
黄	B
金	I
周	E
假	S
期	S
今	B
天	E
展	S
开	S
，	S
香	S
港	S
迪	S
士	S
尼	S
乐	S
园	S
为	S
了	S
配	S
合	S
大	S
批	S
内	S
地	S
游	S
客	S
，	S
避	S
免	S
农	S
历	S
新	S
年	S
假	S
期	S
的	S
混	S
乱	S
情	S
况	S
重	S
演	S
，	S
当	S
局	S
做	S
好	S
各	S
项	S
措	S
施	S
，	S
乐	S
园	S
今	B
天	E
起	S
提	S
早	S
半	B
小	I
时	E
开	S
放	S
，	S
而	S
黄	B
金	I
周	E
首	B
日	E
未	S
见	S
人	S
潮	S
。	S

迪	S
士	S
尼	S
表	S
示	S
，	S
为	S
应	S
付	S
五	B
一	E
黄	B
金	I
周	E
的	S
内	S
地	S
旅	S
客	S
，	S
以	S
及	S
避	S
免	S
出	S
现	S
旅	S
客	S
，	S
入	S
不	S
了	S
场	S
的	S
情	S
况	S
，	S
由	S
今	B
天	E
起	S
至	S
本	B
周	I
六	E
，	S
旅	S
客	S
只	S
能	S
够	S
持	S
指	S
定	S
日	S
子	S
门	S
票	S
入	S
场	S
。	S

为	S
方	S
便	S
内	S
地	S
旅	S
客	S
，	S
当	S
局	S
在	S
部	S
份	S
音	S
乐	S
剧	S
，	S
加	S
上	S
简	S
体	S
字	S
幕	S
。	S

迪	S
士	S
尼	S
今	S
天	S
提	S
早	S
在	S
上	B
午	E
九	B
时	E
开	S
放	S
，	S
开	S
门	S
前	S
有	S
约	S
一	S
百	S
人	S
排	S
队	S
