宾	S	S
作	S	S
为	S	S
东	S	S
道	S	S
主	S	S
出	S	S
动	S	S
了	S	S
2	S	S
3	S	S
0	S	S
0	S	S
人	S	S
，	S	S
而	S	S
美	S	S
军	S	S
参	S	S
演	S	S
兵	S	S
力	S	S
多	S	S
达	S	S
4	S	S
5	S	S
0	S	S
0	S	S
人	S	S
，	S	S
是	S	S
美	S	S
国	S	S
参	S	S
加	S	S
历	S	S
届	S	S
“	S	S
肩	S	S
并	S	S
肩	S	S
”	S	S
联	S	S
演	S	S
出	S	S
动	S	S
兵	S	S
力	S	S
最	S	S
多	S	S
的	S	S
一	S	S
次	S	S
，	S	S
足	S	S
见	S	S
美	S	S
国	S	S
的	S	S
重	S	S
视	S	S
程	S	S
度	S	S
。	S	S

从	S	S
演	S	S
习	S	S
地	S	S
点	S	S
来	S	S
看	S	S
，	S	S
“	S	S
肩	S	S
并	S	S
肩	S	S
”	S	S
演	S	S
习	S	S
的	S	S
两	S	S
栖	S	S
作	S	S
战	S	S
等	S	S
实	S	S
战	S	S
课	S	S
目	S	S
安	S	S
排	S	S
在	S	S
菲	S	S
律	S	S
宾	S	S
巴	S	S
拉	S	S
望	S	S
岛	S	S
以	S	S
西	S	S
海	S	S
域	S	S
进	S	S
行	S	S
，	S	S
逼	S	S
近	S	S
中	S	S
国	S	S
南	S	S
沙	S	S
群	S	S
岛	S	S
，	S	S
属	S	S
于	S	S
争	S	S
端	S	S
频	S	S
发	S	S
区	S	S
域	S	S
。	S	S

从	S	S
演	S	S
习	S	S
课	S	S
目	S	S
来	S	S
看	S	S
，	S	S
今	S	S
年	S	S
的	S	S
演	S	S
习	S	S
内	S	S
容	S	S
除	S	S
了	S	S
前	S	S
面	S	S
提	S	S
到	S	S
的	S	S
两	S	S
栖	S	S
作	S	S
战	S	S
，	S	S
还	S	S
包	S	S
括	S	S
一	S	S
项	S	S
所	S	S
谓	S	S
“	S	S
反	S	S
恐	S	S
”	S	S
性	S	S
质	S	S
的	S	S
油	S	S
气	S	S
平	S	S
台	S	S
攻	S	S
占	S	S
演	S	S
练	S	S
，	S	S
可	S	S
谓	S	S
贴	S	S
合	S	S
南	S	S
海	S	S
主	S	S
权	S	S
争	S	S
议	S	S
的	S	S
“	S	S
现	S	S
实	S	S
需	S	S
要	S	S
”	S	S
。	S	S

而	S	S
从	S	S
参	S	S
演	S	S
国	S	S
家	S	S
来	S	S
看	S	S
，	S	S
此	S	S
次	S	S
联	S	S
合	S	S
军	S	S
演	S	S
突	S	S
破	S	S
了	S	S
以	S	S
往	S	S
单	S	S
纯	S	S
美	S	S
菲	S	S
合	S	S
作	S	S
的	S	S
框	S	S
架	S	S
，	S	S
日	S	S
本	S	S
、	S	S
韩	S	S
国	S	S
、	S	S
澳	S	S
大	S	S
利	S	S
亚	S	S
等	S	S
国	S	S
军	S	S
队	S	S
将	S	S
参	S	S
加	S	S
桌	S	S
面	S	S
模	S	S
拟	S	S
演	S	S
习	S	S
，	S	S
来	S	S
自	S	S
越	S	S
南	S	S
、	S	S
新	S	S
加	S	S
坡	S	S
等	S	S
国	S	S
家	S	S
的	S	S
代	S	S
表	S	S
将	S	S
参	S	S
加	S	S
模	S	S
拟	S	S
指	S	S
挥	S	S
演	S	S
习	S	S
。	S	S
2	B	B
0	I	I
1	I	I
1	I	I
年	E	E
我	S	S
国	S	S
受	S	S
旱	S	S
范	S	S
围	S	S
较	S	S
广	S	S
,	S	S
夏	B	B
秋	B	B
季	S	S
节	S	S
，	S	S
西	S	S
南	S	S
大	S	S
部	S	S
降	S	S
雨	S	S
持	S	S
续	S	S
偏	S	S
少	S	S
，	S	S
江	S	S
河	S	S
来	S	S
水	S	S
不	S	S
断	S	S
减	S	S
少	S	S
，	S	S
水	S	S
利	S	S
工	S	S
程	S	S
蓄	S	S
水	S	S
严	S	S
重	S	S
不	S	S
足	S	S
，	S	S
发	S	S
生	S	S
了	S	S
严	S	S
重	S	S
的	S	S
伏	S	S
秋	S	S
旱	S	S
。	S	S

9	B	B
月	E	E
上	B	B
中	I	I
旬	E	E
旱	S	S
情	S	S
高	S	S
峰	S	S
时	S	S
，	S	S
贵	S	S
州	S	S
、	S	S
云	S	S
南	S	S
、	S	S
四	S	S
川	S	S
、	S	S
重	S	S
庆	S	S
、	S	S
广	S	S
西	S	S
等	S	S
西	S	S
南	S	S
5	S	S
省	S	S
(	S	S
区	S	S
、	S	S
市	S	S
)	S	S
耕	S	S
地	S	S
受	S	S
旱	S	S
面	S	S
积	S	S
5	S	S
1	S	S
1	S	S
8	S	S
万	S	S
亩	S	S
，	S	S
有	S	S
1	S	S
4	S	S
0	S	S
5	S	S
万	S	S
人	S	S
、	S	S
6	S	S
8	S	S
2	S	S
万	S	S
头	S	S
大	S	S
牲	S	S
畜	S	S
因	S	S
旱	S	S
饮	S	S
水	S	S
困	S	S
难	S	S
。	S	S

贵	S	S
州	S	S
和	S	S
云	S	S
南	S	S
旱	S	S
情	S	S
尤	S	S
为	S	S
严	S	S
重	S	S
，	S	S
两	S	S
省	S	S
耕	S	S
地	S	S
受	S	S
旱	S	S
面	S	S
积	S	S
为	S	S
3	S	S
7	S	S
0	S	S
1	S	S
万	S	S
亩	S	S
，	S	S
因	S	S
旱	S	S
饮	S	S
水	S	S
困	S	S
难	S	S
人	S	S
口	S	S
和	S	S
大	S	S
牲	S	S
畜	S	S
分	S	S
别	S	S
达	S	S
9	S	S
7	S	S
7	S	S
万	S	S
和	S	S
4	S	S
3	S	S
6	S	S
万	S	S
。	S	S
2	B	B
0	I	I
0	I	I
4	I	I
年	E	E
东	S	S
北	S	S
三	S	S
省	S	S
遭	S	S
受	S	S
严	S	S
重	S	S
的	S	S
春	S	S
夏	S	S
连	S	S
旱	S	S
2	B	B
0	I	I
0	I	I
4	I	I
年	E	E
我	S	S
国	S	S
降	S	S
水	S	S
量	S	S
较	S	S
常	S	S
年	S	S
稍	S	S
偏	S	S
少	S	S
，	S	S
其	S	S
中	S	S
海	S	S
南	S	S
、	S	S
广	S	S
东	S	S
、	S	S
江	S	S
苏	S	S
、	S	S
广	S	S
西	S	S
、	S	S
陕	S	S
西	S	S
、	S	S
福	S	S
建	S	S
、	S	S
江	S	S
西	S	S
、	S	S
甘	S	S
肃	S	S
、	S	S
宁	S	S
夏	S	S
等	S	S
省	S	S
(	S	S
区	S	S
)	S	S
降	S	S
水	S	S
量	S	S
较	S	S
常	S	S
年	S	S
偏	S	S
少	S	S
1	S	S
-	S	S
3	S	S
成	S	S
，	S	S
另	S	S
外	S	S
，	S	S
黑	S	S
龙	S	S
江	S	S
、	S	S
吉	S	S
林	S	S
、	S	S
内	S	S
蒙	S	S
古	S	S
三	S	S
省	S	S
区	S	S
的	S	S
交	S	S
汇	S	S
区	S	S
域	S	S
、	S	S
新	S	S
疆	S	S
南	S	S
部	S	S
等	S	S
地	S	S
降	S	S
水	S	S
量	S	S
比	S	S
常	S	S
年	S	S
偏	S	S
少	S	S
3	S	S
-	S	S
5	S	S
成	S	S
。	S	S

降	S	S
水	S	S
量	S	S
偏	S	S
多	S	S
1	S	S
-	S	S
2	S	S
成	S	S
的	S	S
省	S	S
区	S	S
只	S	S
有	S	S
山	S	S
东	S	S
、	S	S
西	S	S
藏	S	S
、	S	S
重	S	S
庆	S	S
、	S	S
及	S	S
新	S	S
疆	S	S
北	S	S
部	S	S
和	S	S
西	S	S
部	S	S
、	S	S
青	S	S
海	S	S
中	S	S
部	S	S
等	S	S
地	S	S
。	S	S

2	B	B
0	I	I
0	I	I
4	I	I
年	E	E
除	S	S
西	S	S
北	S	S
地	S	S
区	S	S
东	S	S
北	S	S
部	S	S
发	S	S
生	S	S
严	S	S
重	S	S
春	S	S
旱	S	S
，	S	S
东	S	S
北	S	S
西	S	S
部	S	S
、	S	S
内	S	S
蒙	S	S
古	S	S
东	S	S
部	S	S
发	S	S
生	S	S
百	S	S
年	S	S
一	S	S
遇	S	S
春	S	S
夏	S	S
连	S	S
旱	S	S
，	S	S
以	S	S
及	S	S
华	S	S
南	S	S
、	S	S
长	S	S
江	S	S
中	S	S
下	S	S
游	S	S
地	S	S
区	S	S
发	S	S
生	S	S
1	B	B
9	I	I
5	I	I
1	I	I
年	E	E
以	S	S
来	S	S
最	S	S
为	S	S
严	S	S
重	S	S
的	S	S
秋	S	S
旱	S	S
之	S	S
外	S	S
，	S	S
全	S	S
国	S	S
其	S	S
余	S	S
大	S	S
部	S	S
分	S	S
地	S	S
区	S	S
降	S	S
水	S	S
分	S	S
布	S	S
比	S	S
较	S	S
均	S	S
匀	S	S
，	S	S
土	S	S
壤	S	S
呈	S	S
现	S	S
干	S	S
湿	S	S
交	S	S
替	S	S
，	S	S
未	S	S
发	S	S
生	S	S
大	S	S
范	S	S
围	S	S
持	S	S
续	S	S
性	S	S
干	S	S
旱	S	S
。	S	S

其	S	S
干	S	S
旱	S	S
时	S	S
空	S	S
分	S	S
布	S	S
特	S	S
征	S	S
为	S	S
：	S	S
西	S	S
北	S	S
东	S	S
部	S	S
和	S	S
华	S	S
北	S	S
西	S	S
部	S	S
干	S	S
旱	S	S
主	S	S
要	S	S
出	S	S
现	S	S
在	S	S
3	B	B
-	S	S
4	B	B
月	E	E
，	S	S
东	S	S
北	S	S
干	S	S
旱	S	S
主	S	S
要	S	S
出	S	S
现	S	S
在	S	S
2	B	B
-	S	S
6	B	B
月	E	E
，	S	S
东	S	S
北	S	S
东	S	S
南	S	S
部	S	S
1	B	B
0	E	E
-	S	S
1	B	B
1	I	I
月	E	E
再	S	S
次	S	S
出	S	S
现	S	S
秋	S	S
旱	S	S
;	S	S
7	B	B
月	E	E
下	B	B
旬	E	E
-	S	S
8	B	B
月	E	E
上	B	B
旬	E	E
四	S	S
川	S	S
东	S	S
部	S	S
、	S	S
重	S	S
庆	S	S
、	S	S
福	S	S
建	S	S
东	S	S
部	S	S
、	S	S
浙	S	S
江	S	S
北	S	S
部	S	S
、	S	S
江	S	S
苏	S	S
南	S	S
部	S	S
一	S	S
度	S	S
出	S	S
现	S	S
伏	S	S
旱	S	S
;	S	S
9	B	B
-	S	S
1	B	B
0	I	I
月	E	E
华	S	S
南	S	S
、	S	S
长	S	S
江	S	S
中	S	S
下	S	S
游	S	S
出	S	S
现	S	S
严	S	S
重	S	S
秋	S	S
旱	S	S
，	S	S
其	S	S
中	S	S
广	S	S
东	S	S
、	S	S
海	S	S
南	S	S
发	S	S
生	S	S
秋	S	S
冬	S	S
连	S	S
旱	S	S
。	S	S

全	S	S
年	S	S
受	S	S
旱	S	S
面	S	S
积	S	S
较	S	S
大	S	S
或	S	S
旱	S	S
情	S	S
较	S	S
重	S	S
的	S	S
有	S	S
广	S	S
西	S	S
、	S	S
广	S	S
东	S	S
、	S	S
吉	S	S
林	S	S
、	S	S
内	S	S
蒙	S	S
古	S	S
、	S	S
宁	S	S
夏	S	S
、	S	S
黑	S	S
龙	S	S
江	S	S
等	S	S
省	S	S
(	S	S
市	S	S
、	S	S
区	S	S
)	S	S
。	S	S

总	S	S
体	S	S
来	S	S
看	S	S
，	S	S
全	S	S
国	S	S
持	S	S
续	S	S
性	S	S
干	S	S
旱	S	S
范	S	S
围	S	S
偏	S	S
小	S	S
，	S	S
损	S	S
失	S	S
偏	S	S
轻	S	S
，	S	S
受	S	S
灾	S	S
面	S	S
积	S	S
远	S	S
低	S	S
于	S	S
2	B	B
0	I	I
世	I	I
纪	I	I
9	I	I
0	I	I
年	I	I
代	E	E
以	S	S
来	S	S
平	S	S
均	S	S
水	S	S
平	S	S
。	S	S
检	S	S
验	S	S
检	S	S
疫	S	S
近	B	B
日	E	E
实	S	S
现	S	S
电	S	S
子	S	S
收	S	S
费	S	S
船	S	S
舶	S	S
出	S	S
入	S	S
蛇	S	S
口	S	S
港	S	S
缴	S	S
费	S	S
全	S	S
部	S	S
电	S	S
子	S	S
化	S	S
【	S	S
本	S	S
报	S	S
讯	S	S
】	S	S
昨	B	B
日	E	E
，	S	S
记	S	S
者	S	S
从	S	S
深	S	S
圳	S	S
检	S	S
验	S	S
检	S	S
疫	S	S
局	S	S
获	S	S
悉	S	S
，	S	S
近	B	B
日	E	E
，	S	S
由	S	S
深	S	S
圳	S	S
检	S	S
验	S	S
检	S	S
疫	S	S
局	S	S
自	S	S
主	S	S
研	S	S
发	S	S
的	S	S
船	S	S
舶	S	S
集	S	S
装	S	S
箱	S	S
电	S	S
子	S	S
收	S	S
费	S	S
管	S	S
理	S	S
系	S	S
统	S	S
在	S	S
深	S	S
圳	S	S
蛇	S	S
口	S	S
检	S	S
验	S	S
检	S	S
疫	S	S
局	S	S
正	S	S
式	S	S
投	S	S
入	S	S
运	S	S
行	S	S
。	S	S

蛇	S	S
口	S	S
港	S	S
区	S	S
2	S	S
5	S	S
家	S	S
船	S	S
舶	S	S
代	S	S
理	S	S
公	S	S
司	S	S
已	S	S
全	S	S
部	S	S
签	S	S
订	S	S
船	S	S
舶	S	S
集	S	S
装	S	S
箱	S	S
电	S	S
子	S	S
收	S	S
费	S	S
协	S	S
议	S	S
。	S	S

该	S	S
系	S	S
统	S	S
的	S	S
正	S	S
式	S	S
运	S	S
行	S	S
，	S	S
标	S	S
志	S	S
着	S	S
出	S	S
入	S	S
蛇	S	S
口	S	S
港	S	S
的	S	S
所	S	S
有	S	S
船	S	S
舶	S	S
集	S	S
装	S	S
箱	S	S
收	S	S
费	S	S
全	S	S
部	S	S
实	S	S
现	S	S
电	S	S
子	S	S
自	S	S
动	S	S
化	S	S
。	S	S

深	S	S
圳	S	S
检	S	S
验	S	S
检	S	S
疫	S	S
局	S	S
局	S	S
长	S	S
刘	S	S
胜	S	S
利	S	S
表	S	S
示	S	S
，	S	S
深	S	S
圳	S	S
在	S	S
全	S	S
国	S	S
检	S	S
验	S	S
检	S	S
疫	S	S
系	S	S
统	S	S
率	S	S
先	S	S
研	S	S
发	S	S
和	S	S
启	S	S
用	S	S
船	S	S
舶	S	S
集	S	S
装	S	S
箱	S	S
电	S	S
子	S	S
收	S	S
费	S	S
管	S	S
理	S	S
系	S	S
统	S	S
，	S	S
是	S	S
该	S	S
局	S	S
实	S	S
行	S	S
自	S	S
主	S	S
创	S	S
新	S	S
的	S	S
又	S	S
一	S	S
举	S	S
措	S	S
。	S	S

该	S	S
系	S	S
统	S	S
下	B	B
半	I	I
年	E	E
将	S	S
在	S	S
盐	S	S
田	S	S
港	S	S
投	S	S
入	S	S
使	S	S
用	S	S
。	S	S

据	S	S
介	S	S
绍	S	S
，	S	S
船	S	S
舶	S	S
集	S	S
装	S	S
箱	S	S
电	S	S
子	S	S
收	S	S
费	S	S
管	S	S
理	S	S
系	S	S
统	S	S
是	S	S
深	S	S
圳	S	S
检	S	S
验	S	S
检	S	S
疫	S	S
局	S	S
在	S	S
“	S	S
检	S	S
银	S	S
通	S	S
”	S	S
收	S	S
费	S	S
系	S	S
统	S	S
基	S	S
础	S	S
上	S	S
自	S	S
主	S	S
开	S	S
发	S	S
的	S	S
重	S	S
要	S	S
成	S	S
果	S	S
。	S	S

主	S	S
要	S	S
目	S	S
的	S	S
是	S	S
为	S	S
了	S	S
解	S	S
决	S	S
各	S	S
船	S	S
舶	S	S
代	S	S
理	S	S
公	S	S
司	S	S
在	S	S
缴	S	S
纳	S	S
检	S	S
验	S	S
检	S	S
疫	S	S
相	S	S
关	S	S
费	S	S
用	S	S
时	S	S
，	S	S
实	S	S
现	S	S
电	S	S
脑	S	S
自	S	S
动	S	S
结	S	S
算	S	S
，	S	S
以	S	S
定	S	S
期	S	S
实	S	S
时	S	S
收	S	S
费	S	S
方	S	S
式	S	S
代	S	S
替	S	S
现	S	S
有	S	S
的	S	S
月	S	S
结	S	S
、	S	S
段	S	S
结	S	S
方	S	S
式	S	S
，	S	S
避	S	S
免	S	S
资	S	S
金	S	S
被	S	S
长	S	S
期	S	S
占	S	S
用	S	S
及	S	S
拖	S	S
欠	S	S
。	S	S

利	S	S
用	S	S
该	S	S
系	S	S
统	S	S
处	S	S
理	S	S
一	S	S
笔	S	S
业	S	S
务	S	S
只	S	S
需	S	S
时	S	S
间	S	S
2	B	B
0	I	I
秒	E	E
。	S	S

深	S	S
圳	S	S
外	S	S
轮	S	S
代	S	S
理	S	S
有	S	S
限	S	S
公	S	S
司	S	S
江	S	S
小	S	S
姐	S	S
表	S	S
示	S	S
，	S	S
使	S	S
用	S	S
该	S	S
系	S	S
统	S	S
，	S	S
2	S	S
0	S	S
0	S	S
多	S	S
笔	S	S
收	S	S
费	S	S
仅	S	S
花	S	S
了	S	S
半	B	B
小	I	I
时	E	E
对	S	S
账	S	S
。	S	S

以	S	S
前	S	S
每	S	S
月	S	S
至	S	S
少	S	S
四	S	S
次	S	S
来	S	S
蛇	S	S
口	S	S
检	S	S
验	S	S
检	S	S
疫	S	S
局	S	S
对	S	S
账	S	S
，	S	S
如	S	S
今	S	S
足	S	S
不	S	S
出	S	S
户	S	S
就	S	S
可	S	S
对	S	S
账	S	S
，	S	S
银	S	S
行	S	S
自	S	S
动	S	S
划	S	S
款	S	S
，	S	S
节	S	S
约	S	S
了	S	S
人	S	S
力	S	S
，	S	S
降	S	S
低	S	S
了	S	S
成	S	S
本	S	S
。	S	S

中	S	S
广	S	S
网	S	S
成	S	S
都	S	S
9	B	B
月	I	I
1	I	I
1	I	I
日	E	E
消	S	S
息	S	S
（	S	S
记	S	S
者	S	S
白	S	S
杰	S	S
戈	S	S
）	S	S
据	S	S
中	S	S
国	S	S
之	S	S
声	S	S
《	S	S
新	S	S
闻	S	S
纵	S	S
横	S	S
》	S	S
报	S	S
道	S	S
，	S	S
从	S	S
前	B	B
天	E	E
开	S	S
始	S	S
，	S	S
秋	S	S
风	S	S
秋	S	S
雨	S	S
就	S	S
来	S	S
到	S	S
了	S	S
天	S	S
府	S	S
之	S	S
国	S	S
四	S	S
川	S	S
，	S	S
而	S	S
到	S	S
目	S	S
前	S	S
为	S	S
止	S	S
，	S	S
这	S	S
场	S	S
秋	S	S
雨	S	S
的	S	S
雨	S	S
量	S	S
使	S	S
得	S	S
广	S	S
元	S	S
、	S	S
绵	S	S
阳	S	S
、	S	S
德	S	S
阳	S	S
、	S	S
成	S	S
都	S	S
、	S	S
资	S	S
阳	S	S
、	S	S
遂	S	S
宁	S	S
、	S	S
南	S	S
充	S	S
、	S	S
巴	S	S
中	S	S
，	S	S
至	S	S
少	S	S
八	S	S
个	S	S
县	S	S
市	S	S
受	S	S
到	S	S
了	S	S
严	S	S
重	S	S
的	S	S
影	S	S
响	S	S
。	S	S

一	S	S
些	S	S
地	S	S
方	S	S
单	S	S
小	S	S
时	S	S
的	S	S
雨	S	S
量	S	S
已	S	S
经	S	S
破	S	S
百	S	S
。	S	S

暴	S	S
雨	S	S
洋	S	S
洋	S	S
洒	S	S
洒	S	S
，	S	S
给	S	S
众	S	S
多	S	S
市	S	S
县	S	S
造	S	S
成	S	S
了	S	S
不	S	S
小	S	S
的	S	S
麻	S	S
烦	S	S
。	S	S

目	S	S
前	S	S
已	S	S
经	S	S
造	S	S
成	S	S
一	S	S
些	S	S
城	S	S
区	S	S
的	S	S
街	S	S
道	S	S
和	S	S
居	S	S
民	S	S
区	S	S
被	S	S
淹	S	S
，	S	S
多	S	S
人	S	S
死	S	S
亡	S	S
和	S	S
失	S	S
踪	S	S
。	S	S

而	S	S
在	S	S
山	S	S
村	S	S
，	S	S
暴	S	S
雨	S	S
将	S	S
已	S	S
经	S	S
成	S	S
熟	S	S
等	S	S
待	S	S
收	S	S
割	S	S
的	S	S
水	S	S
稻	S	S
捂	S	S
在	S	S
了	S	S
地	S	S
里	S	S
，	S	S
地	S	S
质	S	S
灾	S	S
害	S	S
也	S	S
时	S	S
有	S	S
发	S	S
生	S	S
。	S	S

昨	B	B
晚	E	E
，	S	S
中	S	S
央	S	S
气	S	S
象	S	S
局	S	S
再	S	S
次	S	S
发	S	S
布	S	S
暴	S	S
雨	S	S
蓝	S	S
色	S	S
预	S	S
警	S	S
。	S	S

看	S	S
来	S	S
这	S	S
场	S	S
过	S	S
量	S	S
的	S	S
秋	S	S
雨	S	S
并	S	S
没	S	S
有	S	S
鸣	S	S
金	S	S
收	S	S
兵	S	S
的	S	S
迹	S	S
象	S	S
。	S	S

记	S	S
者	S	S
：	S	S
昨	B	B
天	E	E
四	S	S
川	S	S
降	S	S
雨	S	S
量	S	S
最	S	S
大	S	S
的	S	S
地	S	S
区	S	S
是	S	S
在	S	S
遂	S	S
宁	S	S
市	S	S
射	S	S
洪	S	S
县	S	S
的	S	S
青	S	S
岗	S	S
镇	S	S
，	S	S
当	S	S
地	S	S
有	S	S
3	S	S
2	S	S
8	S	S
.	S	S
6	S	S
毫	S	S
米	S	S
的	S	S
降	S	S
雨	S	S
。	S	S

县	S	S
城	S	S
的	S	S
街	S	S
道	S	S
有	S	S
大	S	S
量	S	S
的	S	S
积	S	S
水	S	S
，	S	S
很	S	S
多	S	S
车	S	S
辆	S	S
抛	S	S
锚	S	S
。	S	S

比	S	S
较	S	S
特	S	S
殊	S	S
的	S	S
一	S	S
个	S	S
灾	S	S
情	S	S
是	S	S
在	S	S
射	S	S
洪	S	S
县	S	S
东	S	S
岳	S	S
乡	S	S
的	S	S
一	S	S
个	S	S
加	S	S
油	S	S
站	S	S
，	S	S
洪	S	S
水	S	S
冲	S	S
翻	S	S
了	S	S
地	S	S
面	S	S
上	S	S
一	S	S
个	S	S
大	S	S
约	S	S
2	S	S
0	S	S
吨	S	S
的	S	S
储	S	S
油	S	S
罐	S	S
，	S	S
发	S	S
生	S	S
了	S	S
油	S	S
品	S	S
泄	S	S
漏	S	S
，	S	S
再	S	S
加	S	S
上	S	S
遭	S	S
遇	S	S
到	S	S
雷	S	S
击	S	S
，	S	S
导	S	S
致	S	S
了	S	S
爆	S	S
炸	S	S
和	S	S
燃	S	S
烧	S	S
，	S	S
在	S	S
洪	S	S
水	S	S
上	S	S
面	S	S
形	S	S
成	S	S
了	S	S
流	S	S
淌	S	S
火	S	S
，	S	S
波	S	S
及	S	S
到	S	S
了	S	S
旁	S	S
边	S	S
的	S	S
一	S	S
家	S	S
超	S	S
市	S	S
。	S	S

当	S	S
地	S	S
消	S	S
防	S	S
部	S	S
门	S	S
介	S	S
绍	S	S
说	S	S
，	S	S
这	S	S
起	S	S
事	S	S
故	S	S
导	S	S
致	S	S
两	S	S
个	S	S
人	S	S
重	S	S
伤	S	S
，	S	S
两	S	S
个	S	S
人	S	S
轻	S	S
伤	S	S
。	S	S

而	S	S
射	S	S
洪	S	S
县	S	S
还	S	S
有	S	S
不	S	S
少	S	S
老	S	S
式	S	S
居	S	S
民	S	S
区	S	S
被	S	S
水	S	S
围	S	S
困	S	S
，	S	S
最	S	S
大	S	S
的	S	S
一	S	S
处	S	S
有	S	S
5	S	S
0	S	S
0	S	S
个	S	S
人	S	S
左	S	S
右	S	S
，	S	S
救	S	S
援	S	S
官	S	S
兵	S	S
通	S	S
过	S	S
冲	S	S
锋	S	S
舟	S	S
转	S	S
移	S	S
了	S	S
被	S	S
困	S	S
的	S	S
群	S	S
众	S	S
，	S	S
而	S	S
县	S	S
城	S	S
一	S	S
度	S	S
是	S	S
停	S	S
水	S	S
停	S	S
电	S	S
，	S	S
移	S	S
动	S	S
通	S	S
讯	S	S
也	S	S
中	S	S
断	S	S
，	S	S
当	S	S
然	S	S
现	S	S
在	S	S
是	S	S
部	S	S
分	S	S
的	S	S
恢	S	S
复	S	S
了	S	S
。	S	S

经	S	S
过	S	S
遂	S	S
宁	S	S
的	S	S
成	S	S
渝	S	S
铁	S	S
路	S	S
，	S	S
就	S	S
有	S	S
多	S	S
趟	S	S
列	S	S
车	S	S
晚	S	S
点	S	S
，	S	S
昨	B	B
天	E	E
晚	B	B
上	E	E
重	S	S
庆	S	S
北	S	S
